"","x"
"555",2.82964932265496e-06
"556",2.83051500641882e-06
"557",2.83529510025688e-06
"558",2.85409098425362e-06
"559",2.92360823219936e-06
"560",2.92492822514597e-06
"561",2.94814224249145e-06
"562",2.95183187577716e-06
"563",2.95634200735213e-06
"564",2.95664520058265e-06
"565",2.96034081872265e-06
"566",2.97733269358157e-06
"567",2.97772641264935e-06
"568",2.98524845167124e-06
"569",3.00536787072943e-06
"570",3.0214843404664e-06
"571",3.04148323807746e-06
"572",3.04494193757914e-06
"573",3.07078444572942e-06
"574",3.08445083484474e-06
"575",3.10752301875219e-06
"576",3.13156940094105e-06
"577",3.13290580669596e-06
"578",3.14067172670082e-06
"579",3.14557758504104e-06
"580",3.15170191257101e-06
"581",3.18407850272992e-06
"582",3.19136695073306e-06
"583",3.19350364910172e-06
"584",3.20335989241022e-06
"585",3.21503648695157e-06
"586",3.21733326477868e-06
"587",3.24605201832075e-06
"588",3.29651067427934e-06
"589",3.31656014751089e-06
"590",3.35836332223791e-06
"591",3.39193652090204e-06
"592",3.40404152907217e-06
"593",3.45798383002966e-06
"594",3.46015320974784e-06
"595",3.50360984799244e-06
"596",3.5518240816503e-06
"597",3.58787970155068e-06
"598",3.60749604013737e-06
"599",3.63135739784498e-06
"600",3.64654260887288e-06
"601",3.69126866724337e-06
"602",3.71578947630546e-06
"603",3.75891153395625e-06
"604",3.78035573098975e-06
"605",3.78988374150291e-06
"606",3.80472543094367e-06
"607",3.83848080242568e-06
"608",3.8498637281646e-06
"609",3.86009057217745e-06
"610",3.86265748121992e-06
"611",3.91391887811844e-06
"612",3.92418463364348e-06
"613",3.93111963328083e-06
"614",3.94252134230188e-06
"615",3.98370350009305e-06
"616",4.00443873879435e-06
"617",4.03948671749166e-06
"618",4.0447916946723e-06
"619",4.15864394360781e-06
"620",4.17315541394833e-06
"621",4.23405197046618e-06
"622",4.24416602891143e-06
"623",4.2972277323988e-06
"624",4.33879917294464e-06
"625",4.3531919951693e-06
"626",4.42478215681147e-06
"627",4.42741570636942e-06
"628",4.50031486887442e-06
"629",4.51820856868993e-06
"630",4.51891718007678e-06
"631",4.53075008154298e-06
"632",4.54407651856461e-06
"633",4.54870705798343e-06
"634",4.59917124081101e-06
"635",4.63176917309794e-06
"636",4.63967463889005e-06
"637",4.65613628199519e-06
"638",4.68214200752263e-06
"639",4.71364802520814e-06
"640",4.73273043837461e-06
"641",4.73567674198431e-06
"642",4.74222749499904e-06
"643",4.74276622705018e-06
"644",4.747702047598e-06
"645",4.76187006222313e-06
"646",4.78812353996714e-06
"647",4.79827163079318e-06
"648",4.86940347408618e-06
"649",4.96980583033148e-06
"650",4.9767212271745e-06
"651",5.01526981666714e-06
"652",5.05342672304433e-06
"653",5.08120563991942e-06
"654",5.08176265589998e-06
"655",5.08825061532845e-06
"656",5.11566138717529e-06
"657",5.12425708776367e-06
"658",5.12714819997183e-06
"659",5.13148864194427e-06
"660",5.13885165090424e-06
"661",5.15475320859884e-06
"662",5.19795939234804e-06
"663",5.23224778606139e-06
"664",5.28756303361299e-06
"665",5.36064154085021e-06
"666",5.36920156075666e-06
"667",5.44249785576998e-06
"668",5.4735985986407e-06
"669",5.4740386454881e-06
"670",5.47599983577206e-06
"671",5.57031993539511e-06
"672",5.60634885270104e-06
"673",5.61108544299172e-06
"674",5.63602980537075e-06
"675",5.654754532897e-06
"676",5.6792532797876e-06
"677",5.73368224762112e-06
"678",5.73386932944594e-06
"679",5.73430045944827e-06
"680",5.76795210684651e-06
"681",5.7821821695847e-06
"682",5.85094418067752e-06
"683",5.89690482161563e-06
"684",5.8969604749223e-06
"685",5.93405415842365e-06
"686",5.94020127534613e-06
"687",5.96424370660738e-06
"688",5.97761295111122e-06
"689",5.98613013618393e-06
"690",5.99554795669452e-06
"691",6.01639295023277e-06
"692",6.06036232756353e-06
"693",6.06548680822421e-06
"694",6.11081579380153e-06
"695",6.19133340541775e-06
"696",6.28309046223433e-06
"697",6.30254220810845e-06
"698",6.31359621525368e-06
"699",6.31400922972357e-06
"700",6.36351248902605e-06
"701",6.38349981060069e-06
"702",6.40135777399044e-06
"703",6.44407986006535e-06
"704",6.46605492429595e-06
"705",6.48794488841553e-06
"706",6.50271922539356e-06
"707",6.51076163692001e-06
"708",6.63633957177038e-06
"709",6.68243459580482e-06
"710",6.69648775480693e-06
"711",6.7087094231305e-06
"712",6.71178987816894e-06
"713",6.71535939554668e-06
"714",6.72008300976115e-06
"715",6.83170228292685e-06
"716",6.86133314965196e-06
"717",6.86443875225355e-06
"718",6.91910841615406e-06
"719",6.99601140059939e-06
"720",7.1347335054211e-06
"721",7.15146664677756e-06
"722",7.15216677778349e-06
"723",7.21203454665743e-06
"724",7.26445824967285e-06
"725",7.38824927714265e-06
"726",7.41078030696397e-06
"727",7.41193467407562e-06
"728",7.42698024917914e-06
"729",7.46444731536663e-06
"730",7.50504361116385e-06
"731",7.53623200730811e-06
"732",7.56997732027836e-06
"733",7.57285152775816e-06
"734",7.57773467979702e-06
"735",7.58618587662768e-06
"736",7.58697622390915e-06
"737",7.61241729961655e-06
"738",7.61840996864613e-06
"739",7.64352972114388e-06
"740",7.66993138994565e-06
"741",7.67392777672672e-06
"742",7.68425055331486e-06
"743",7.70581811289485e-06
"744",7.79438974710937e-06
"745",7.8578679512154e-06
"746",7.88774853928607e-06
"747",7.90141189778416e-06
"748",8.01882874140014e-06
"749",8.04150043623739e-06
"750",8.05655762671038e-06
"751",8.1432043572269e-06
"752",8.23425300187984e-06
"753",8.25468496646536e-06
"754",8.31351468084946e-06
"755",8.37805110796149e-06
"756",8.39704251361455e-06
"757",8.48904011994404e-06
"758",8.56709909963105e-06
"759",8.5730010622721e-06
"760",8.62098765316797e-06
"761",8.65941506138982e-06
"762",8.76160491988864e-06
"763",8.77023691267666e-06
"764",8.77172301215471e-06
"765",8.83510116125176e-06
"766",8.83939705726179e-06
"767",8.94176287742505e-06
"768",9.05379642036268e-06
"769",9.15094679605692e-06
"770",9.15322091238849e-06
"771",9.23150807141651e-06
"772",9.24618253158682e-06
"773",9.25376214969824e-06
"774",9.39969096157868e-06
"775",9.41864192364018e-06
"776",9.4464365299576e-06
"777",9.4916511117372e-06
"778",9.52495182235142e-06
"779",9.53391649249668e-06
"780",9.54274662298595e-06
"781",9.56776034558943e-06
"782",9.64554660549182e-06
"783",9.65009035393035e-06
"784",9.78286518806409e-06
"785",9.90223505082551e-06
"786",9.93063184836999e-06
"787",9.95901351567643e-06
"788",9.97298775273501e-06
"789",1.01380952860264e-05
"790",1.01387579268113e-05
"791",1.01994577459462e-05
"792",1.02032142618436e-05
"793",1.03472553115031e-05
"794",1.03631259045616e-05
"795",1.04101644834153e-05
"796",1.04104708759092e-05
"797",1.04414742168348e-05
"798",1.04519354984584e-05
"799",1.04703269327675e-05
"800",1.05175039776767e-05
"801",1.05353254076432e-05
"802",1.05411202154316e-05
"803",1.05435651838474e-05
"804",1.05878132572246e-05
"805",1.05883591788849e-05
"806",1.08383647257483e-05
"807",1.08736327992723e-05
"808",1.0941598404158e-05
"809",1.09952467591683e-05
"810",1.10319273738159e-05
"811",1.10912259185145e-05
"812",1.11659391702426e-05
"813",1.11891871264995e-05
"814",1.13409577613715e-05
"815",1.14923579727954e-05
"816",1.1539183057979e-05
"817",1.15408726670703e-05
"818",1.15527038825846e-05
"819",1.15825192235749e-05
"820",1.18618035913602e-05
"821",1.18785178584475e-05
"822",1.19143432653611e-05
"823",1.19927021054395e-05
"824",1.20249728432357e-05
"825",1.2086483332419e-05
"826",1.20897381235791e-05
"827",1.21890069148415e-05
"828",1.2211026689514e-05
"829",1.24937704109535e-05
"830",1.27055268858123e-05
"831",1.27356581661917e-05
"832",1.28804921561888e-05
"833",1.30252934019761e-05
"834",1.3483042728731e-05
"835",1.3516528699099e-05
"836",1.35352542582784e-05
"837",1.3613261427486e-05
"838",1.37139959106083e-05
"839",1.40979384965477e-05
"840",1.41700371421014e-05
"841",1.42909163339918e-05
"842",1.44770254858653e-05
"843",1.44790726553087e-05
"844",1.45163185198905e-05
"845",1.45302367520447e-05
"846",1.45310553674955e-05
"847",1.47269150504392e-05
"848",1.48981293755483e-05
"849",1.49528051988074e-05
"850",1.52898840178265e-05
"851",1.53036656148399e-05
"852",1.53041620543479e-05
"853",1.53458974537223e-05
"854",1.53837522576196e-05
"855",1.53986429673988e-05
"856",1.54372101750965e-05
"857",1.55059260656259e-05
"858",1.57355293655432e-05
"859",1.57586360191337e-05
"860",1.57961324640248e-05
"861",1.58828804920595e-05
"862",1.59283717933111e-05
"863",1.60408804116318e-05
"864",1.6077550848422e-05
"865",1.60851032217968e-05
"866",1.61312981051457e-05
"867",1.61450032549252e-05
"868",1.65982048536368e-05
"869",1.66468754918445e-05
"870",1.67757248403928e-05
"871",1.69393806880962e-05
"872",1.72874282664658e-05
"873",1.73145392804334e-05
"874",1.76978838726061e-05
"875",1.77298267977486e-05
"876",1.79193018554164e-05
"877",1.82702846532807e-05
"878",1.87584527421731e-05
"879",1.91212811620391e-05
"880",1.91966974571001e-05
"881",1.97089166434725e-05
"882",2.00812910522161e-05
"883",2.02678798368007e-05
"884",2.04933020234973e-05
"885",2.0678776036728e-05
"886",2.07809087288294e-05
"887",2.08919724431209e-05
"888",2.10176825247032e-05
"889",2.10607494305506e-05
"890",2.10707628382845e-05
"891",2.1286928638885e-05
"892",2.15361969378383e-05
"893",2.15523466978023e-05
"894",2.16223833528077e-05
"895",2.16242221884033e-05
"896",2.19395578766295e-05
"897",2.21017675890438e-05
"898",2.2483184861846e-05
"899",2.26004680296086e-05
"900",2.26249139016271e-05
"901",2.26672875236845e-05
"902",2.26892118941645e-05
"903",2.27711434954945e-05
"904",2.32441447753587e-05
"905",2.33877222229166e-05
"906",2.35314868742546e-05
"907",2.35562750444747e-05
"908",2.39815810418742e-05
"909",2.40440592101613e-05
"910",2.41137549957304e-05
"911",2.42965600186159e-05
"912",2.4483913034122e-05
"913",2.45002537292083e-05
"914",2.46895829742118e-05
"915",2.47447408060196e-05
"916",2.48100911337007e-05
"917",2.50106751580031e-05
"918",2.53351940802179e-05
"919",2.54285057853461e-05
"920",2.54772918493793e-05
"921",2.55378902624329e-05
"922",2.56903199954612e-05
"923",2.61652544355028e-05
"924",2.61787204476341e-05
"925",2.63767058033695e-05
"926",2.64006218083793e-05
"927",2.65530052701074e-05
"928",2.66709326680647e-05
"929",2.66969949743459e-05
"930",2.70679126201075e-05
"931",2.72016367600838e-05
"932",2.73583226195899e-05
"933",2.74870913237177e-05
"934",2.77444507886517e-05
"935",2.77608951598809e-05
"936",2.7764460511639e-05
"937",2.85964352177057e-05
"938",2.87408099512254e-05
"939",2.88348474115175e-05
"940",2.89014315563211e-05
"941",2.91280291716179e-05
"942",2.91902845103391e-05
"943",2.92874856819116e-05
"944",2.96438243515305e-05
"945",2.96788659270921e-05
"946",2.97770172712063e-05
"947",3.01849510392238e-05
"948",3.02061775983995e-05
"949",3.03909144511382e-05
"950",3.0569747639238e-05
"951",3.06325520857429e-05
"952",3.07246728587641e-05
"953",3.08253995648117e-05
"954",3.13601724152517e-05
"955",3.14375883706463e-05
"956",3.1739869177688e-05
"957",3.20352951597546e-05
"958",3.20823225396608e-05
"959",3.22557406269251e-05
"960",3.28141716462246e-05
"961",3.29184372853639e-05
"962",3.29442622073945e-05
"963",3.3969731393101e-05
"964",3.4355842283574e-05
"965",3.46161992955771e-05
"966",3.47335572216871e-05
"967",3.52112517249464e-05
"968",3.55941243525178e-05
"969",3.56168077134708e-05
"970",3.61474342431976e-05
"971",3.62082156133092e-05
"972",3.65079860475983e-05
"973",3.66343453157017e-05
"974",3.66825803598489e-05
"975",3.6711991143284e-05
"976",3.68597293248415e-05
"977",3.69719138238698e-05
"978",3.73071201084465e-05
"979",3.73350405735879e-05
"980",3.83177237130133e-05
"981",3.85749888640274e-05
"982",3.86773842643908e-05
"983",3.88695036813215e-05
"984",3.89327647372444e-05
"985",3.95060916712974e-05
"986",3.98495810288071e-05
"987",4.02186787873305e-05
"988",4.03546673104612e-05
"989",4.05089029264626e-05
"990",4.0541126420701e-05
"991",4.0825938513313e-05
"992",4.15005801882538e-05
"993",4.16387351803611e-05
"994",4.16998136428085e-05
"995",4.17998539348787e-05
"996",4.24769813657608e-05
"997",4.25047061328307e-05
"998",4.29755795648195e-05
"999",4.3192295144852e-05
"1000",4.32753760725057e-05
