"","x"
"214",3.58786962310379e-06
"215",3.59593117848757e-06
"216",3.59955635562925e-06
"217",3.61240095274844e-06
"218",3.63838581704635e-06
"219",3.64298989746492e-06
"220",3.64347035589196e-06
"221",3.64547804625512e-06
"222",3.64698757032157e-06
"223",3.66083863096275e-06
"224",3.68518245491985e-06
"225",3.68637372513023e-06
"226",3.69034285858835e-06
"227",3.69077368352858e-06
"228",3.69208158520886e-06
"229",3.70288917724623e-06
"230",3.72521664084556e-06
"231",3.73465228094619e-06
"232",3.74699623755382e-06
"233",3.74909327278634e-06
"234",3.75013193414069e-06
"235",3.75241431951976e-06
"236",3.76458150523535e-06
"237",3.76798163934756e-06
"238",3.77442848645363e-06
"239",3.78444654304912e-06
"240",3.78504367037575e-06
"241",3.79043764909092e-06
"242",3.80116319929277e-06
"243",3.81614184413998e-06
"244",3.81989370222755e-06
"245",3.82178739926401e-06
"246",3.82338229166676e-06
"247",3.84097769715895e-06
"248",3.84154945839464e-06
"249",3.85537987686222e-06
"250",3.85897683550102e-06
"251",3.86624705631219e-06
"252",3.87331224079044e-06
"253",3.88390160514126e-06
"254",3.88520224403003e-06
"255",3.88817619098382e-06
"256",3.89225087812824e-06
"257",3.89981788606844e-06
"258",3.91423627415469e-06
"259",3.91491764084029e-06
"260",3.92175443483366e-06
"261",3.92342444211518e-06
"262",3.92377394940148e-06
"263",3.92820305711284e-06
"264",3.93891421341875e-06
"265",3.9507323645188e-06
"266",3.96486059546661e-06
"267",3.97270627414236e-06
"268",3.98132947453766e-06
"269",3.99414375410253e-06
"270",4.00470646203025e-06
"271",4.00492149770493e-06
"272",4.01322799799656e-06
"273",4.01401031758213e-06
"274",4.02047295330211e-06
"275",4.05223039547508e-06
"276",4.06400000632351e-06
"277",4.07028938256308e-06
"278",4.07227530608164e-06
"279",4.07810209695638e-06
"280",4.08187088358445e-06
"281",4.10437845880458e-06
"282",4.10816427237856e-06
"283",4.12122699445083e-06
"284",4.12342344610952e-06
"285",4.12387576555459e-06
"286",4.13015121969828e-06
"287",4.13419912412138e-06
"288",4.13508916255712e-06
"289",4.13798134771587e-06
"290",4.16385887289641e-06
"291",4.16631908678567e-06
"292",4.18041820432843e-06
"293",4.18244129346177e-06
"294",4.18600428525806e-06
"295",4.19645205910871e-06
"296",4.19721384063722e-06
"297",4.21825932852359e-06
"298",4.21878732599812e-06
"299",4.22818146150694e-06
"300",4.23157784767107e-06
"301",4.23690899871422e-06
"302",4.23698668333595e-06
"303",4.23940709442377e-06
"304",4.24557394010875e-06
"305",4.24776489519526e-06
"306",4.25001288446905e-06
"307",4.26041182902409e-06
"308",4.2700733913222e-06
"309",4.29128259508339e-06
"310",4.29339954028991e-06
"311",4.29847647806399e-06
"312",4.30484756122886e-06
"313",4.32972083373711e-06
"314",4.33020257284295e-06
"315",4.33994141130764e-06
"316",4.3423650068101e-06
"317",4.34327727140827e-06
"318",4.35173859856537e-06
"319",4.3589725049855e-06
"320",4.36821156390815e-06
"321",4.39972551964964e-06
"322",4.39978627321604e-06
"323",4.40093625680217e-06
"324",4.4060791069676e-06
"325",4.41661600623885e-06
"326",4.42253445822339e-06
"327",4.43311148269368e-06
"328",4.43830780822078e-06
"329",4.44574714068812e-06
"330",4.44737264269726e-06
"331",4.45046878627917e-06
"332",4.45531773385145e-06
"333",4.46317990204095e-06
"334",4.46716322525258e-06
"335",4.47014774240453e-06
"336",4.47550668058243e-06
"337",4.49356064377139e-06
"338",4.52085667472976e-06
"339",4.52297179932006e-06
"340",4.52329867764403e-06
"341",4.56104382561247e-06
"342",4.56268242719829e-06
"343",4.57501740763741e-06
"344",4.5810949646725e-06
"345",4.58263027111339e-06
"346",4.58278391672147e-06
"347",4.58399741319487e-06
"348",4.58420243396661e-06
"349",4.59445478579927e-06
"350",4.60247709514684e-06
"351",4.60623408175766e-06
"352",4.61172550380267e-06
"353",4.6119852520937e-06
"354",4.61759292966371e-06
"355",4.62778115618322e-06
"356",4.6308849408466e-06
"357",4.63296704994403e-06
"358",4.63441339741427e-06
"359",4.6369813659741e-06
"360",4.63701249548855e-06
"361",4.64623474339223e-06
"362",4.64884174054469e-06
"363",4.64907583764501e-06
"364",4.65024713953423e-06
"365",4.6526773813745e-06
"366",4.657867821894e-06
"367",4.65941851917807e-06
"368",4.67488984774533e-06
"369",4.67946266517108e-06
"370",4.6800940899023e-06
"371",4.69961426989939e-06
"372",4.70317378768744e-06
"373",4.7067485333645e-06
"374",4.70824835240856e-06
"375",4.71828781106614e-06
"376",4.73350976017848e-06
"377",4.74371413181143e-06
"378",4.74684818821936e-06
"379",4.76405586054283e-06
"380",4.77015095523383e-06
"381",4.7793182177046e-06
"382",4.78103963286932e-06
"383",4.78798775860357e-06
"384",4.80330849967678e-06
"385",4.81079615267693e-06
"386",4.82386653717714e-06
"387",4.8247037668227e-06
"388",4.83548762357141e-06
"389",4.83597059668252e-06
"390",4.83634544177274e-06
"391",4.84028289571499e-06
"392",4.84404571475725e-06
"393",4.85569370268531e-06
"394",4.86495997828583e-06
"395",4.86867164080508e-06
"396",4.87437586361822e-06
"397",4.88484335086966e-06
"398",4.89068466334165e-06
"399",4.89166752557773e-06
"400",4.90875597190696e-06
"401",4.91487303492587e-06
"402",4.92270422242372e-06
"403",4.92992160464557e-06
"404",4.94347647582446e-06
"405",4.95653837242094e-06
"406",4.96457789312502e-06
"407",4.96664284810624e-06
"408",4.97002874346439e-06
"409",4.9804417465077e-06
"410",4.98118710106936e-06
"411",4.98831716052322e-06
"412",4.99089714581832e-06
"413",4.99650396354727e-06
"414",4.99795275016668e-06
"415",5.00673118676652e-06
"416",5.01526774556325e-06
"417",5.02092500835686e-06
"418",5.02106959838004e-06
"419",5.02373422342648e-06
"420",5.02418816959984e-06
"421",5.03572835120883e-06
"422",5.04227079735071e-06
"423",5.05345163096542e-06
"424",5.05418441265341e-06
"425",5.05527006004255e-06
"426",5.07757542512444e-06
"427",5.0862791729985e-06
"428",5.09040240254344e-06
"429",5.09099008143876e-06
"430",5.0978267435862e-06
"431",5.10407239863207e-06
"432",5.12241494338217e-06
"433",5.12303436551596e-06
"434",5.13449881943204e-06
"435",5.13465906640205e-06
"436",5.13795632447958e-06
"437",5.14160540610423e-06
"438",5.1560380332719e-06
"439",5.15946414400965e-06
"440",5.19333290285883e-06
"441",5.19410811483902e-06
"442",5.19737204434333e-06
"443",5.20684214920455e-06
"444",5.21246567204679e-06
"445",5.23031230511708e-06
"446",5.23825168742175e-06
"447",5.2524396284859e-06
"448",5.2525334005042e-06
"449",5.26362660242505e-06
"450",5.26664910644364e-06
"451",5.2821327884114e-06
"452",5.28405323528806e-06
"453",5.28495296981226e-06
"454",5.29344892117579e-06
"455",5.33060847295607e-06
"456",5.33504889560788e-06
"457",5.34578123284206e-06
"458",5.34688440236567e-06
"459",5.34755022643679e-06
"460",5.36171750663032e-06
"461",5.38340231592668e-06
"462",5.39273328470553e-06
"463",5.41867478753088e-06
"464",5.42578928614938e-06
"465",5.42643612970282e-06
"466",5.45314695629637e-06
"467",5.4630673199866e-06
"468",5.46793882798747e-06
"469",5.47597705517903e-06
"470",5.48427799891631e-06
"471",5.4947871723459e-06
"472",5.50763985653062e-06
"473",5.51041294696871e-06
"474",5.51181143546507e-06
"475",5.51211855553635e-06
"476",5.51545531207974e-06
"477",5.52493035902903e-06
"478",5.53888312478489e-06
"479",5.54997086735545e-06
"480",5.55274642853055e-06
"481",5.55744168602733e-06
"482",5.56245113644912e-06
"483",5.58203957020329e-06
"484",5.59168075704003e-06
"485",5.59428184203455e-06
"486",5.59791032858545e-06
"487",5.599307086841e-06
"488",5.61186876973199e-06
"489",5.61525147583914e-06
"490",5.6185817230488e-06
"491",5.62055027286622e-06
"492",5.62169166339555e-06
"493",5.62229935862888e-06
"494",5.62557550080087e-06
"495",5.63311504092728e-06
"496",5.63608421632382e-06
"497",5.64112960311424e-06
"498",5.64402338317383e-06
"499",5.6567787529237e-06
"500",5.65893608564182e-06
"501",5.6652424231145e-06
"502",5.67651854571297e-06
"503",5.68176111240614e-06
"504",5.68891766429747e-06
"505",5.69855712267201e-06
"506",5.69972008059522e-06
"507",5.71489987042098e-06
"508",5.71625170040428e-06
"509",5.73335905639042e-06
"510",5.74169042568339e-06
"511",5.74360415279532e-06
"512",5.74437973851118e-06
"513",5.74988644910553e-06
"514",5.75681970659598e-06
"515",5.75916651266546e-06
"516",5.76161893092383e-06
"517",5.76685843651126e-06
"518",5.77196178284921e-06
"519",5.77277987188967e-06
"520",5.78033199966759e-06
"521",5.79088767960101e-06
"522",5.79870335766381e-06
"523",5.8035680035354e-06
"524",5.81291138849191e-06
"525",5.81358453768176e-06
"526",5.81419107001979e-06
"527",5.81610656354919e-06
"528",5.82090318794529e-06
"529",5.82252165880265e-06
"530",5.8244935918287e-06
"531",5.82811496030324e-06
"532",5.82842833214768e-06
"533",5.82919043079465e-06
"534",5.83023392362648e-06
"535",5.83273102436683e-06
"536",5.83586523948521e-06
"537",5.83724968005734e-06
"538",5.83785115599752e-06
"539",5.85952118349146e-06
"540",5.86603265674165e-06
"541",5.87694153478649e-06
"542",5.87880088971744e-06
"543",5.88229141000017e-06
"544",5.88712171328735e-06
"545",5.88716223657255e-06
"546",5.88721336510815e-06
"547",5.88850736656712e-06
"548",5.8924870898746e-06
"549",5.90779598657111e-06
"550",5.91157807558906e-06
"551",5.91927351114946e-06
"552",5.92920793504101e-06
"553",5.93547497029434e-06
"554",5.94305701228916e-06
"555",5.94512944977548e-06
"556",5.95646840811349e-06
"557",5.95821184822505e-06
"558",5.96028615660861e-06
"559",5.96633619126352e-06
"560",5.99028730978002e-06
"561",5.99176883894472e-06
"562",5.99326123697609e-06
"563",5.99833843513832e-06
"564",6.00135154629994e-06
"565",6.0055442611872e-06
"566",6.00787888691558e-06
"567",6.02098677536304e-06
"568",6.04057426793198e-06
"569",6.04677960051269e-06
"570",6.05640386173466e-06
"571",6.06198581911793e-06
"572",6.06616581617332e-06
"573",6.08056095718386e-06
"574",6.0881801045759e-06
"575",6.09249427712612e-06
"576",6.0975405710669e-06
"577",6.09809254328178e-06
"578",6.11143746203918e-06
"579",6.1131872851912e-06
"580",6.11506539688685e-06
"581",6.12657564483614e-06
"582",6.12987862152394e-06
"583",6.13261692875598e-06
"584",6.14126251574779e-06
"585",6.14263624847598e-06
"586",6.14838255651949e-06
"587",6.1550569668594e-06
"588",6.16137830389001e-06
"589",6.16361049701461e-06
"590",6.18530432293699e-06
"591",6.20073072638799e-06
"592",6.21832745788427e-06
"593",6.23688175686093e-06
"594",6.25515520695941e-06
"595",6.25947827420289e-06
"596",6.26733188962343e-06
"597",6.26912742201191e-06
"598",6.26972456725297e-06
"599",6.27575421740847e-06
"600",6.28847794643841e-06
"601",6.29316006802529e-06
"602",6.29727912100769e-06
"603",6.3177872532916e-06
"604",6.32189278638645e-06
"605",6.3228356440943e-06
"606",6.32423790890538e-06
"607",6.34065867568359e-06
"608",6.34574894616179e-06
"609",6.35205408570265e-06
"610",6.35207848883936e-06
"611",6.38605816894697e-06
"612",6.38802331756225e-06
"613",6.39245726824513e-06
"614",6.39913350357641e-06
"615",6.40105469141795e-06
"616",6.40314260277328e-06
"617",6.40777235363976e-06
"618",6.40907603208796e-06
"619",6.41831503621894e-06
"620",6.42550153394867e-06
"621",6.43482843008463e-06
"622",6.43837084976058e-06
"623",6.44021022156289e-06
"624",6.44463047588023e-06
"625",6.44927021908187e-06
"626",6.4532833705226e-06
"627",6.46525222214654e-06
"628",6.46739216149541e-06
"629",6.47958352643588e-06
"630",6.48821676814944e-06
"631",6.492030657483e-06
"632",6.50610522752146e-06
"633",6.50871801850566e-06
"634",6.50994283874375e-06
"635",6.52308109824077e-06
"636",6.53624176722439e-06
"637",6.53796628755286e-06
"638",6.54089567588025e-06
"639",6.54207175070678e-06
"640",6.54291656090456e-06
"641",6.56159500533895e-06
"642",6.56335928644833e-06
"643",6.56932406648406e-06
"644",6.57258228269318e-06
"645",6.57633827129246e-06
"646",6.58640921859859e-06
"647",6.59745770622132e-06
"648",6.60939950215826e-06
"649",6.61395664678946e-06
"650",6.61398603962727e-06
"651",6.62183380056811e-06
"652",6.64693820398385e-06
"653",6.65804027421478e-06
"654",6.6654023484721e-06
"655",6.66649161706974e-06
"656",6.68574966207388e-06
"657",6.70122081640773e-06
"658",6.70645848546962e-06
"659",6.70925478257207e-06
"660",6.71741925729851e-06
"661",6.72362860043761e-06
"662",6.72671151484469e-06
"663",6.73252403663177e-06
"664",6.74812783803582e-06
"665",6.75891738916146e-06
"666",6.78442696691708e-06
"667",6.78667142596875e-06
"668",6.79638925404197e-06
"669",6.79911659689646e-06
"670",6.8121703709934e-06
"671",6.81276460637756e-06
"672",6.83140824179306e-06
"673",6.83734350302419e-06
"674",6.8424504186698e-06
"675",6.86463582441197e-06
"676",6.88174618507002e-06
"677",6.89678454087213e-06
"678",6.90031816750095e-06
"679",6.92564542928184e-06
"680",6.93648517632414e-06
"681",6.94277974433021e-06
"682",6.94340056535289e-06
"683",6.95568867732255e-06
"684",6.96185462343266e-06
"685",6.96299454450225e-06
"686",6.97230953195297e-06
"687",6.99007012407118e-06
"688",6.99129290911168e-06
"689",6.99361047446604e-06
"690",6.993709750704e-06
"691",7.00256543037333e-06
"692",7.00290415780889e-06
"693",7.02572220587512e-06
"694",7.03177875100814e-06
"695",7.03317264620198e-06
"696",7.03505708740234e-06
"697",7.0356776439859e-06
"698",7.05266794636776e-06
"699",7.06418838352665e-06
"700",7.07071999336241e-06
"701",7.09405771987973e-06
"702",7.11169356492681e-06
"703",7.11582772950072e-06
"704",7.11702874002434e-06
"705",7.14041632695407e-06
"706",7.145264799551e-06
"707",7.15125242709488e-06
"708",7.15157034378135e-06
"709",7.16833038799737e-06
"710",7.17626048799399e-06
"711",7.18191501537506e-06
"712",7.18277463586623e-06
"713",7.19350057821553e-06
"714",7.20359823447415e-06
"715",7.21809128910909e-06
"716",7.24060644150659e-06
"717",7.24941146969396e-06
"718",7.2639649009654e-06
"719",7.2671058440279e-06
"720",7.27328099820266e-06
"721",7.27604178072694e-06
"722",7.27940977857078e-06
"723",7.30351948980389e-06
"724",7.31891232828555e-06
"725",7.32216841038649e-06
"726",7.32244852510333e-06
"727",7.35443436909226e-06
"728",7.35715430221152e-06
"729",7.36270459729389e-06
"730",7.43795072934899e-06
"731",7.4407840298984e-06
"732",7.45828664076212e-06
"733",7.46217311679898e-06
"734",7.46414582276115e-06
"735",7.51128881358962e-06
"736",7.51738286270665e-06
"737",7.52055910997207e-06
"738",7.52266880167968e-06
"739",7.54327166500462e-06
"740",7.55220589503478e-06
"741",7.55680449024489e-06
"742",7.57036098390733e-06
"743",7.58075579935217e-06
"744",7.58514174599468e-06
"745",7.60376432401557e-06
"746",7.61079815151569e-06
"747",7.62123818467945e-06
"748",7.66256874862647e-06
"749",7.66736537385903e-06
"750",7.69061870420804e-06
"751",7.69103484164918e-06
"752",7.72330848544335e-06
"753",7.74733474472516e-06
"754",7.75733414354919e-06
"755",7.7619545164996e-06
"756",7.76614799022154e-06
"757",7.77717312654042e-06
"758",7.78147589052759e-06
"759",7.78776067730066e-06
"760",7.78828709299312e-06
"761",7.79710667644357e-06
"762",7.80009765301901e-06
"763",7.80904350921047e-06
"764",7.81796914174447e-06
"765",7.8394326462573e-06
"766",7.84052286185315e-06
"767",7.84805866775125e-06
"768",7.85760305381809e-06
"769",7.85810006329579e-06
"770",7.86549595692646e-06
"771",7.93417149530123e-06
"772",7.93970152373939e-06
"773",7.942335483255e-06
"774",7.94759567379592e-06
"775",7.97497451808847e-06
"776",8.00446880494231e-06
"777",8.03235779377963e-06
"778",8.03679129539633e-06
"779",8.05435981031095e-06
"780",8.06399589930251e-06
"781",8.06528223206354e-06
"782",8.08739444571598e-06
"783",8.10425828908319e-06
"784",8.13498079576254e-06
"785",8.13577740972495e-06
"786",8.1451064232459e-06
"787",8.14546719702392e-06
"788",8.17001258134567e-06
"789",8.17480251792397e-06
"790",8.19285812429673e-06
"791",8.21874776936287e-06
"792",8.22681461805152e-06
"793",8.25565333346892e-06
"794",8.28866257025902e-06
"795",8.29134420840109e-06
"796",8.29968078613342e-06
"797",8.31512002400815e-06
"798",8.32325236959473e-06
"799",8.32405265135036e-06
"800",8.3542302195516e-06
"801",8.37138421468775e-06
"802",8.37720617989581e-06
"803",8.38134227052012e-06
"804",8.38217152124045e-06
"805",8.39689982653091e-06
"806",8.41882563177894e-06
"807",8.42052946611068e-06
"808",8.4513860630399e-06
"809",8.45280227861184e-06
"810",8.45711728515673e-06
"811",8.47259777425698e-06
"812",8.49082406583955e-06
"813",8.49804563160683e-06
"814",8.50545810646343e-06
"815",8.55517975173982e-06
"816",8.58738413110382e-06
"817",8.6102778856152e-06
"818",8.62155279347188e-06
"819",8.62647756204101e-06
"820",8.68631034022912e-06
"821",8.69143270511987e-06
"822",8.69215060773362e-06
"823",8.70529993756189e-06
"824",8.73132318951312e-06
"825",8.74307865972367e-06
"826",8.7459337813026e-06
"827",8.74932315547507e-06
"828",8.75325501180349e-06
"829",8.79267051223433e-06
"830",8.80091647467408e-06
"831",8.82526102171119e-06
"832",8.90985999481665e-06
"833",8.92097230677346e-06
"834",8.97597541998023e-06
"835",8.97943392689208e-06
"836",9.03328648764266e-06
"837",9.05238916010529e-06
"838",9.11509654585844e-06
"839",9.14105737606837e-06
"840",9.15677818269933e-06
"841",9.16142716878844e-06
"842",9.18593684790182e-06
"843",9.23682880005209e-06
"844",9.27306254258956e-06
"845",9.27869661736545e-06
"846",9.2998498351654e-06
"847",9.3070713781542e-06
"848",9.33514735411512e-06
"849",9.40461884002915e-06
"850",9.42428561610661e-06
"851",9.43384353164393e-06
"852",9.48138861550997e-06
"853",9.5129583755529e-06
"854",9.52402055945215e-06
"855",9.52690121381277e-06
"856",9.57808978678163e-06
"857",9.58364467488411e-06
"858",9.7023106657587e-06
"859",9.71445414557796e-06
"860",9.71972731842299e-06
"861",9.74958152876084e-06
"862",9.76654075196413e-06
"863",9.80122296652007e-06
"864",9.81456891344554e-06
"865",9.83360500803551e-06
"866",9.84395091407025e-06
"867",9.91036505098119e-06
"868",9.91816979770738e-06
"869",1.00447447164189e-05
"870",1.00558887336526e-05
"871",1.01286533500961e-05
"872",1.02643211439948e-05
"873",1.02773420655983e-05
"874",1.0281848961612e-05
"875",1.02872053381683e-05
"876",1.04020927595708e-05
"877",1.04034922466802e-05
"878",1.04992238244554e-05
"879",1.05080307100104e-05
"880",1.05337558119431e-05
"881",1.05366453443527e-05
"882",1.05371546928602e-05
"883",1.05449641476469e-05
"884",1.05761364248748e-05
"885",1.05773549602549e-05
"886",1.05791317954528e-05
"887",1.06264940019006e-05
"888",1.06371816701442e-05
"889",1.06527900238277e-05
"890",1.06675434503923e-05
"891",1.07759318193966e-05
"892",1.08067696190805e-05
"893",1.08537658997295e-05
"894",1.08895531355058e-05
"895",1.0969051693314e-05
"896",1.09707592038142e-05
"897",1.10533163426103e-05
"898",1.10836058173573e-05
"899",1.11002389307877e-05
"900",1.11058059513714e-05
"901",1.11313367421929e-05
"902",1.1192935311756e-05
"903",1.12261601452408e-05
"904",1.12871886883522e-05
"905",1.13013488251603e-05
"906",1.13065116822349e-05
"907",1.13355242085394e-05
"908",1.13452918010892e-05
"909",1.13453529357933e-05
"910",1.14112616211428e-05
"911",1.14374233256277e-05
"912",1.15437519650628e-05
"913",1.1564680104239e-05
"914",1.15764175405946e-05
"915",1.16012284163469e-05
"916",1.16137288488146e-05
"917",1.16480741921445e-05
"918",1.16577084281585e-05
"919",1.17067733560561e-05
"920",1.18540707325359e-05
"921",1.19491836441859e-05
"922",1.1963238769086e-05
"923",1.19876790041556e-05
"924",1.20377164054944e-05
"925",1.2087470236632e-05
"926",1.21640839958756e-05
"927",1.21983901867369e-05
"928",1.22580004944402e-05
"929",1.22624216662065e-05
"930",1.22829322036533e-05
"931",1.23043066812679e-05
"932",1.23900246974282e-05
"933",1.24069261936419e-05
"934",1.24246564296382e-05
"935",1.25646621137482e-05
"936",1.26314858895169e-05
"937",1.27532243117521e-05
"938",1.27866381473361e-05
"939",1.27946501005183e-05
"940",1.28725968211981e-05
"941",1.29963750005474e-05
"942",1.30289610157906e-05
"943",1.30539301520841e-05
"944",1.30540509196359e-05
"945",1.31323403890028e-05
"946",1.31471776694171e-05
"947",1.31907139639123e-05
"948",1.32247693775409e-05
"949",1.32624307434449e-05
"950",1.32896949330972e-05
"951",1.32898899600672e-05
"952",1.33534071195018e-05
"953",1.34380839323318e-05
"954",1.34697018601829e-05
"955",1.35401382408366e-05
"956",1.3546461777e-05
"957",1.38066010709148e-05
"958",1.38246910608059e-05
"959",1.38479647425683e-05
"960",1.38501414840469e-05
"961",1.38684815519455e-05
"962",1.38978570660617e-05
"963",1.3914453727088e-05
"964",1.39158602275231e-05
"965",1.39636994711242e-05
"966",1.39716632551502e-05
"967",1.3982412437161e-05
"968",1.40080758278562e-05
"969",1.40250108690311e-05
"970",1.40265918497645e-05
"971",1.41057065954233e-05
"972",1.41219860188543e-05
"973",1.41332694976964e-05
"974",1.41410965892856e-05
"975",1.41490486683466e-05
"976",1.41661524287147e-05
"977",1.41895586523522e-05
"978",1.42802252395172e-05
"979",1.43108376953131e-05
"980",1.43207074717944e-05
"981",1.44248498098609e-05
"982",1.45903600889048e-05
"983",1.46805756894342e-05
"984",1.47148751298569e-05
"985",1.47433200797663e-05
"986",1.4884185903241e-05
"987",1.49630714564054e-05
"988",1.50123361501273e-05
"989",1.5067884107598e-05
"990",1.50991535646053e-05
"991",1.51597655494665e-05
"992",1.52969019377032e-05
"993",1.53644015802216e-05
"994",1.54310063505498e-05
"995",1.54359837755361e-05
"996",1.54503553880496e-05
"997",1.54663372731385e-05
"998",1.54665656484685e-05
"999",1.54804256996786e-05
"1000",1.55163375218958e-05
